1668914129015,62.8013,-4.367425,-0.081555,0.261905,-0.001142,0.026893
1668914130037,62.8013,-4.764433,1.26172,-0.053267,-0.087774,0.126746
1668914131039,69.93488,-2.090729,5.843422,-0.908274,-0.217244,0.387232
1668914132029,112.48928,-7.707988,2.310125,-0.140245,0.092347,1.299963
1668914133034,178.51736,-5.108762,12.979758,-0.125433,1.113606,-0.730926
1668914134039,207.5229,-11.27508,-4.092257,0.239646,0.332442,-0.091973
1668914135036,217.52017,-11.193954,-7.607734,-0.665237,-0.976163,0.682871
1668914136028,213.38481,-10.628747,5.201274,0.449043,0.222971,-0.87872
1668914137035,212.47511,-8.805211,2.317783,0.001691,0.67114,0.710797
1668914138039,216.40083,-9.774143,4.37076,-0.437933,0.482869,0.495914
1668914139044,215.02321,-9.808141,-4.219265,0.643734,0.356359,0.056137
1668914140030,225.79205,-13.54056,0.75231,-1.233924,-0.07266,0.742395
1668914141035,224.69649,-14.262875,0.194742,0.98277,-1.683392,2.600538
1668914142049,228.83417,-11.575087,-5.137305,-1.13866,-0.499838,-1.291466
1668914143059,230.85353,-5.175019,3.454391,0.885029,-0.29164,0.041241
1668914144048,225.9449,-8.167937,-0.496515,0.050167,0.071962,-0.689215
1668914145046,209.65184,-5.903996,4.407039,0.54321,0.210626,0.140674
1668914146072,166.59167,-6.086086,0.423284,-0.6336,0.001923,-0.293075
1668914147064,136.89441,-9.830928,5.375356,0.112627,0.43972,-1.06926
1668914148043,118.6801,-9.23839,3.204912,-0.208949,-0.338255,0.160456
1668914149057,105.25981,-12.27766,1.54352,0.318941,-1.184753,2.29395
1668914150052,104.828964,-13.196125,7.25291,-0.247848,0.508697,-0.122698
1668914151053,101.49826,-10.265546,5.266773,0.2271,-0.062976,0.263888
1668914152041,109.276505,-7.96242,2.758535,0.839451,-1.180764,0.276312
1668914153041,101.6588,-10.354908,2.917137,-0.220662,-0.412637,-0.725986
1668914154054,104.03966,-11.515649,-1.661658,1.027323,-0.466803,0.624036
1668914155053,102.71391,-7.557138,4.945483,-0.115823,0.105086,1.524411
1668914156044,100.40707,-11.1561,4.576361,-0.092928,-0.1526,-0.591261
1668914157049,107.1698,-9.671408,9.842525,-0.003595,0.396159,-0.078288
1668914158056,113.7613,-9.692572,6.756222,-0.067836,0.883025,-0.771357
1668914159043,111.416756,-9.61552,8.774587,0.159899,0.658264,-0.395391
1668914160062,111.5009,-3.45833,7.395926,0.174204,0.21963,-0.171451
1668914161051,98.87503,-6.539602,9.403766,1.064431,-0.378512,0.537884
1668914162056,97.84213,-10.174143,7.42592,0.088757,-0.62222,1.309728
1668914163067,92.56719,-9.425251,2.911425,-0.305722,0.049027,-0.968181
1668914164064,93.590065,0.078696,9.868927,0.081536,0.267112,-1.296484
1668914165053,73.38168,-7.018743,7.844082,-0.383741,-0.869165,0.238586
1668914166060,49.11128,-7.361216,5.763133,-0.096504,-0.582283,0.21042
1668914167055,49.97645,-8.278515,6.767062,-0.123253,0.263014,0.587553
1668914168065,33.88053,-9.003276,2.727544,-0.173039,0.456737,0.499055
1668914169068,43.38755,-7.812044,6.494956,0.525126,0.225421,-0.239285
1668914170066,41.369007,-6.05004,0.578391,-0.449855,0.220767,0.425031
1668914171050,44.37515,-5.325199,9.84926,0.554266,-0.28812,0.567067
1668914172054,42.30311,-5.871747,1.177497,-0.551654,0.231293,0.006134
1668914173065,41.14904,-5.776615,6.503623,0.45089,-0.318416,0.175102
1668914174073,37.975452,-9.810863,5.72271,-0.922942,-0.464182,-0.762872
1668914175062,2.350059,-1.939297,0.67864,2.060196,1.547478,0.833252
1668914176062,287.44296,-10.371348,6.966846,0.302988,-1.067384,0.821904
1668914177070,271.7819,-6.655421,12.898766,-0.029546,0.393952,-0.977389
1668914178073,270.8905,-7.814772,10.217502,-0.40904,-1.095094,0.135327
1668914179075,262.16956,-5.757991,8.838191,0.553129,-0.318398,0.06874
1668914180060,284.03366,-4.953235,5.392156,-0.005818,0.265463,-0.575385
1668914181066,305.35718,-9.575695,6.818395,0.980611,0.278915,-0.793122
1668914182079,311.54272,-14.477748,10.73697,-0.682455,-0.312463,0.849768
1668914183069,310.5337,-14.513908,6.139659,-0.087508,-0.19589,0.131069
1668914184073,310.4762,-11.681487,6.385795,-0.190133,-0.28398,-0.00918
1668914185073,307.0104,-7.747543,3.875952,-0.12828,-0.011739,-0.582852
1668914186083,313.53568,-7.459624,8.763555,-0.179532,0.041064,-0.224916
1668914187069,314.4439,-8.017331,3.056292,0.11334,0.05266,-0.020623
1668914188085,316.6375,-9.594366,3.291924,2.133812,-1.263443,2.790489
1668914189064,315.27618,-14.909164,3.396565,-0.63347,-0.932472,0.676964
1668914190081,307.7507,-9.550592,7.37827,1.178558,-0.075941,-2.104704
1668914191085,310.47058,-11.590044,3.325978,0.117111,0.358937,1.199349
1668914192081,313.6799,-10.863575,-1.695145,-0.1977,-0.298491,0.96921
1668914193083,316.70853,-14.810431,2.259142,-0.516194,-0.782827,0.955615
1668914194077,314.48724,-11.407691,-2.963423,-0.258217,0.009236,-0.599227
1668914195092,321.73657,-13.294235,6.456106,0.466362,0.154021,0.385038
1668914196075,330.83176,-10.240629,7.903836,-0.17121,0.26027,-0.365673
1668914197070,6.376796,-5.799588,10.911394,-0.616304,0.405923,-0.211985
1668914198083,29.901518,-9.337207,3.079605,0.031152,0.591646,-0.203501
1668914199091,45.284008,-9.351014,7.740734,0.378557,0.29682,0.054098
1668914200090,46.428387,-8.337802,-0.600763,0.224625,0.546486,-0.218208
1668914201084,47.681744,-8.931577,15.351251,-0.042129,-0.24138,-1.836861
1668914202097,34.381145,-6.180169,-3.711887,-0.303025,0.292115,0.678055
1668914203086,34.69596,-3.517434,4.711512,-0.140402,0.453188,-0.378403
1668914204076,23.943163,-9.418102,1.436546,-0.813692,-0.635636,0.661892
